,기업명,기업코드,현재가,매도호가,전일대비,매수호가,등락률,전일가,거래량,시가,거래대금,고가,액면가,저가,상한가,전일상한,하한가,전일하한,PER,EPS,52주 최고,52주 최저,시가총액,상장주식수,외국인현재,자본금
1306,한전기술,52690,53300,53400,400,53300,-0.74,53700,461484,54000,24751,55200,200,52500,69800,71600,37600,38600,121.69,438,63000,15300,20371,38220000,764,7644
1307,한진,2320,40800,40800,50,40750,+0.12,40750,30180,40800,1224,40800,5000,40350,52900,53100,28550,28600,2.80,14591,59700,38650,6099,14947628,1729,74738
1308,해성디에스,195870,43850,43850,150,43800,-0.34,44000,127070,44000,5562,44300,5000,43400,57200,56000,30800,30250,24.68,1777,47400,16800,7454,17000000,1089,85000
1309,현대리바트,79430,19450,19500,350,19450,-1.77,19800,120388,19800,2349,19850,1000,19450,25700,25650,13900,13850,17.30,1124,22450,14200,3994,20535282,1284,20535
1310,현대백화점,69960,80000,80100,1200,80000,-1.48,81200,107066,80700,8596,80900,5000,80000,105500,105000,56900,56700,19.20,4166,96900,53000,18722,23402441,4397,117012
1311,형지엘리트,93240,4680,4680,85,4670,+1.85,4595,208098,4565,965,4730,500,4565,5970,6030,3220,3250,45.88,102,6300,1565,1458,31154798,110,15577
1312,혜인,3010,6710,6710,110,6700,-1.61,6820,111739,6830,748,6840,500,6600,8860,8870,4780,4790,9.04,742,8650,4555,853,12712747,569,6356
1313,화성산업,2460,12900,12950,100,12900,-0.77,13000,41514,13000,536,13100,5000,12850,16900,16800,9100,9100,8.42,1532,14950,10950,1606,12450800,1422,62254
1314,휴비스,79980,11800,11800,500,11750,-4.07,12300,546013,12500,6532,12550,5000,11750,15950,16050,8650,8650,4.65,2536,13400,6440,4071,34500000,1366,172500
1315,CJ프레시웨이,51500,33950,34000,200,33950,-0.59,34150,50542,34350,1709,34400,1000,33500,44350,43250,23950,23350,-14.79,-2296,38300,14500,4030,11871586,1984,11871
1316,CNH,23460,3385,3390,15,3385,+0.45,3370,39576,3390,133,3420,2500,3330,4380,4325,2360,2335,2.69,1258,4650,1435,1259,37200000,422,93000
1317,DB금융스팩9호,367360,2185,2185,10,2170,-0.46,2195,37299,2190,81,2190,100,2170,2850,2840,1540,1530,-35.82,-61,3585,2020,106,4840000,45,484
1318,DMS,68790,8370,8380,0,8370,0.00,8370,491791,8310,4097,8440,500,8210,10850,10300,5860,5560,5.68,1473,12200,6390,2057,24573061,1239,12286
1319,GH신소재,130500,8620,8630,40,8620,-0.46,8660,9178703,9140,84100,9530,500,8610,11250,11700,6070,6330,179.58,48,12400,3580,948,11000000,107,5500
1320,GV,45890,240,0,0,0,0.00,240,0,0,0,0,500,0,312,312,168,168,-0.62,-389,1265,237,208,86766187,220,43383
1321,IBKS제14호스팩,351320,2280,0,0,0,0.00,2280,0,0,0,0,100,0,2960,2960,1600,1600,-207.27,-11,2375,2025,99,4330000,0,433
1322,ISC,95340,26000,26000,100,25950,+0.39,25900,288926,26150,7509,26400,500,25600,33650,33050,18150,17850,62.65,415,29000,16700,4302,16544516,593,8272
1323,KBI메탈,24840,2710,2725,65,2710,-2.34,2775,682101,2790,1842,2795,500,2660,3605,3585,1945,1935,39.85,68,3265,1235,893,32950848,985,16475
1324,KG모빌리언스,46440,10500,10550,250,10500,-2.33,10750,325757,10750,3437,10800,500,10450,13950,13750,7550,7450,16.01,656,12800,8000,4077,38825568,1165,19412
1325,KMH하이텍,52900,1950,1950,20,1945,-1.02,1970,413813,1965,809,1980,500,1940,2560,2550,1380,1380,-325.00,-6,2615,1095,914,46885499,915,23442
1326,KT서브마린,60370,7200,7200,80,7190,-1.10,7280,389142,7260,2802,7350,1000,7110,9460,9160,5100,4940,-97.30,-74,9080,3710,1577,21900000,543,21900
1327,LX세미콘,108320,119900,119900,1700,119800,-1.40,121600,194626,121500,23317,121600,500,119000,158000,161300,85200,86900,17.64,6796,129700,40650,19501,16264300,6066,8132
1328,SBS콘텐츠허브,46140,8050,8060,270,8050,-3.25,8320,104727,8280,847,8300,500,8000,10800,10950,5830,5920,21.76,370,10200,5430,1728,21463555,253,10731
1329,SG&G,40610,2845,2855,35,2845,-1.22,2880,173983,2885,497,2910,500,2815,3740,3815,2020,2055,4.94,576,3940,1300,970,34087196,430,17043
1330,SK5호스팩,337450,2475,2480,35,2475,-1.39,2510,149126,2510,370,2525,100,2465,3260,3265,1760,1765,-1237.50,-2,3895,1975,107,4310000,6,431
1331,SV인베스트먼트,289080,4065,4065,85,4060,-2.05,4150,506014,4135,2069,4175,500,4030,5390,5340,2905,2885,24.34,167,8570,3420,2164,53234000,0,26617
1332,TPC,48770,4475,4475,140,4470,-3.03,4615,93517,4570,421,4595,500,4445,5990,5880,3235,3170,13.48,332,5300,3180,661,14773572,508,7386
1333,TS인베스트먼트,246690,4070,4070,130,4065,-3.10,4200,1051817,4220,4393,4295,500,4070,5460,5360,2940,2895,17.32,235,9780,2210,1592,39125879,868,19562
1334,YBM넷,57030,8690,8710,440,8690,-4.82,9130,333634,9100,2953,9100,500,8690,11850,11900,6400,6420,228.68,38,14800,6340,1418,16312697,179,8156
1335,iMBC,52220,3800,3805,85,3800,-2.19,3885,144232,3890,549,3900,500,3770,5050,5030,2720,2710,97.44,39,7010,2300,874,23000000,571,11500
1336,가온미디어,78890,17700,0,4050,17700,+29.67,13650,20039750,13900,315624,17700,500,13600,17700,16350,9600,8850,46.21,383,15550,5150,2806,15851946,666,7925
1337,게임빌,63080,35350,35350,400,35300,-1.12,35750,41324,35900,1459,35900,500,35000,46450,46700,25050,25200,9.96,3550,57700,29800,2331,6595192,336,3297
1338,경동제약,11040,10400,10450,50,10400,+0.48,10350,61647,10350,641,10500,500,10300,13450,13350,7250,7250,26.80,388,16400,9120,3200,30768766,1967,15684
1339,골든센츄리,900280,472,473,14,472,-2.88,486,3251663,486,1548,492,0.20 US,438,631,634,341,342,3.81,124,673,221,833,176573591,58999,35
1340,광림,14200,4255,4255,5,4250,-0.12,4260,368234,4290,1555,4335,500,4180,5530,5440,2985,2935,-8.29,-513,5110,1520,2252,52922234,417,26461
1341,국보디자인,66620,22450,22550,300,22450,-1.32,22750,14629,22900,330,22900,500,22400,29550,29600,15950,16000,9.17,2447,27700,14350,1684,7500000,969,3750
1342,나무기술,242040,3415,3420,20,3415,-0.58,3435,242922,3435,829,3470,100,3385,4465,4390,2405,2370,-49.49,-69,4270,2705,1159,33950049,513,3395
1343,나스미디어,89600,40450,40450,100,40350,-0.25,40550,21727,40400,875,40750,500,40100,52700,53200,28400,28700,15.97,2533,44900,28100,3885,9604910,906,4982
1344,나이스정보통신,36800,33850,33950,100,33850,-0.29,33950,27045,33900,922,34450,500,33550,44100,43000,23800,23200,20.59,1644,37100,22700,3385,10000000,2259,5000
1345,남화산업,111710,10750,10750,200,10700,-1.83,10950,75839,10900,811,10950,200,10550,14200,14350,7700,7750,26.88,400,13500,9210,2213,20588000,132,4117
1346,네오오토,212560,9660,9660,30,9650,-0.31,9690,384792,9780,3810,10150,500,9540,12550,12700,6790,6860,16.57,583,14450,3500,761,7874963,185,3937
1347,네오크레마,311390,11550,11600,750,11550,-6.10,12300,120070,12450,1437,12500,500,11550,15950,15650,8650,8450,41.55,278,12900,6600,845,7315995,434,3657
1348,넷게임즈,225570,12650,12650,0,12600,0.00,12650,226495,12850,2885,13200,500,12400,16400,16550,8900,8950,14.97,845,21350,7210,3650,28850967,240,14425
1349,노랑풍선,104620,17600,17600,250,17550,+1.44,17350,1182145,17150,21565,19350,500,16900,22550,23650,12150,12750,-25.62,-687,35100,12800,839,4765650,14,2382
1350,노바텍,285490,36950,37000,450,36950,-1.20,37400,34009,37800,1262,37800,500,36750,48600,48450,26200,26150,13.86,2665,82300,19600,3725,10081744,190,5040
1351,뉴보텍,60260,1525,1525,75,1520,-4.69,1600,1107467,1605,1717,1605,500,1520,2080,2095,1120,1135,-9.08,-168,1955,1335,510,33433750,1339,16716
1352,뉴지랩파마,214870,10250,10300,150,10250,-1.44,10400,80945,10450,831,10450,500,10200,13500,13450,7300,7250,-11.70,-876,18550,9920,3119,30432477,46,15216
1353,다날,64260,7490,7490,230,7480,+3.17,7260,9168564,7190,68259,7580,500,7150,9430,9190,5090,4950,13.30,563,10200,3640,5164,68949040,969,34474
1354,대신밸런스제9호스팩,369370,2350,0,0,0,0.00,2350,0,0,0,0,100,0,3055,3055,1645,1645,-156.67,-15,2795,2020,99,4210000,1,421
1355,대원미디어,48910,34150,34150,400,34100,-1.16,34550,58632,34950,2010,34950,500,34000,44900,44450,24200,23950,66.18,516,55700,5950,4296,12578946,154,6319
1356,대한과학,131220,11950,12000,250,11950,-2.05,12200,47604,12350,574,12350,500,11950,15850,15650,8550,8450,44.92,266,30400,5240,891,7454490,78,3727
1357,대호특수강,21040,960,960,3,959,+0.31,957,408442,962,391,970,500,948,1240,1255,670,678,-3.19,-301,1160,630,702,73112826,2531,36556
1358,대화제약,67080,11700,11750,100,11700,-0.85,11800,37649,11750,441,11850,500,11600,15300,15250,8300,8250,-148.10,-79,23000,11500,2178,18616650,634,9308
1359,동아화성,41930,13600,13600,200,13550,-1.45,13800,124901,13850,1704,13900,500,13500,17900,17550,9700,9450,20.51,663,17850,7010,2149,15800000,122,8000
1360,동양파일,228340,6530,6530,270,6470,+4.31,6260,277843,6270,1788,6550,500,6270,8130,8110,4390,4370,-38.41,-170,8300,2200,1306,20000000,210,10000
1361,디앤씨미디어,263720,46650,46650,700,46600,-1.48,47350,60171,47800,2828,47850,500,46500,61500,61100,33150,32900,47.41,984,61900,27600,5726,12275111,110,6137
1362,디이엔티,79810,6750,6760,160,6750,-2.32,6910,43278,6920,294,7020,500,6700,8980,8820,4840,4760,-11.40,-592,12100,6310,880,13036859,180,6518
1363,디지탈옵틱,106520,6510,6570,160,6510,-2.40,6670,148088,6720,974,6720,1000,6450,8670,8560,4670,4620,-1.35,-4836,7280,443,826,12691774,310,12691
1364,라닉스,317120,10250,10300,250,10250,-2.38,10500,107293,10450,1111,10600,500,10200,13650,13750,7350,7450,-35.59,-288,18450,6450,989,9650500,76,4902
1365,라온피플,300120,25200,25250,150,25200,-0.59,25350,94958,25500,2409,25750,500,25000,32950,32000,17750,17300,-91.97,-274,31100,18400,2651,10518156,20,5259
1366,랩지노믹스,84650,35100,35100,1100,35050,+3.24,34000,2944872,34650,103631,36450,500,33700,44200,44550,23800,24050,7.37,4760,57800,13500,4019,11450097,381,5725
1367,로스웰,900260,346,347,4,346,-1.14,350,407182,351,141,352,0.00 CN,343,455,460,245,248,-0.66,-528,448,291,491,141781250,62188,1096
1368,리메드,302550,27600,27650,200,27600,-0.72,27800,52685,27900,1464,28500,500,27450,36100,36700,19500,19800,-37.30,-740,35000,22450,1688,6114616,382,3057
1369,린드먼아시아,277070,6500,6500,40,6460,+0.62,6460,37231,6510,241,6520,500,6400,8390,8410,4530,4530,18.84,345,8100,3860,878,13500000,171,6750
1370,마니커에프앤지,195500,5990,6000,60,5990,-0.99,6050,56023,6050,336,6090,500,5970,7860,7740,4240,4180,22.69,264,10150,5800,944,15768000,75,7884
1371,마이더스AI,222810,385,385,1,384,+0.26,384,982850,384,375,386,100,378,499,499,269,269,-3.89,-99,995,380,544,141227294,205,14122
1372,메가엠디,133750,5420,5440,130,5420,-2.34,5550,329504,5550,1803,5640,500,5400,7210,7310,3890,3950,20.38,266,7510,3030,1269,23407077,134,11703
1373,메카로,241770,10650,10650,150,10600,-1.39,10800,44457,10800,465,10800,500,10300,14000,14100,7600,7600,-46.71,-228,19650,10500,1081,10146640,9,5323
1374,모베이스,101330,4435,4435,25,4430,+0.57,4410,358179,4420,1610,4585,500,4390,5730,5720,3090,3080,-4.43,-1000,6500,2945,1063,23958188,694,11979
1375,모아텍,33200,10500,10550,550,10500,-4.98,11050,121683,10950,1300,10950,500,10500,14350,13300,7750,7200,-100.96,-104,23650,4350,1505,14331185,7360,7665
1376,바이오다인,314930,44300,44300,1100,44050,-2.42,45400,39848,45400,1761,45450,500,43750,59000,57800,31800,31150,-50.17,-883,87400,37200,2733,6168195,10,3084
1377,바이오스마트,38460,7230,7240,20,7230,+0.28,7210,319513,7150,2307,7450,500,7120,9370,9630,5050,5190,-14.52,-498,16250,5080,1452,20087800,465,10043
1378,배럴,267790,9750,9750,210,9740,-2.11,9960,32135,9980,315,10050,500,9720,12900,12800,6980,6900,-12.55,-777,13300,7120,769,7885500,94,3942
1379,보광산업,225530,7190,7190,40,7180,+0.56,7150,113795,7200,808,7200,500,7010,9290,9260,5010,5000,27.23,264,8720,4975,2613,36338727,217,18169
1380,본느,226340,3095,3095,10,3085,+0.32,3085,161122,3080,498,3125,100,3070,4010,4000,2160,2160,-343.89,-9,4270,2185,950,30699596,475,3069
1381,브릿지바이오,288330,12900,12900,50,12850,+0.39,12850,52578,12950,677,12950,500,12750,16700,16900,9000,9100,-13.75,-938,49600,10500,2528,19593634,210,9796
1382,비엠티,86670,14250,14250,400,14200,+2.89,13850,91359,13800,1273,14300,500,13650,18000,18000,9700,9700,23.75,600,17650,7300,1161,8146529,25,4073
1383,삼보모터스,53700,6740,6740,110,6730,-1.61,6850,80376,6830,543,6880,500,6720,8900,8800,4800,4740,-48.49,-139,8860,4885,1269,18823896,0,9411
1384,삼보산업,9620,1995,1995,90,1990,+4.72,1905,3136706,1920,6283,2095,100,1905,2475,2460,1335,1330,-64.35,-31,3750,626,760,38092246,788,3809
1385,삼영엠텍,54540,5850,5850,30,5840,+0.52,5820,141028,5800,819,5900,500,5730,7560,7670,4080,4130,11.43,512,7350,4010,847,14481474,214,7513
1386,삼천당제약,250,56100,56200,200,56100,+0.36,55900,550057,55900,31034,57500,500,55300,72600,66300,39200,35700,-196.15,-286,95700,46850,12773,22768041,1444,11384
1387,상상인,38540,7770,7790,100,7770,-1.27,7870,180964,7850,1412,7920,1000,7760,10200,10300,5510,5560,5.76,1349,8600,5290,4299,55328313,3943,57187
1388,샘코,263540,2015,0,0,0,0.00,2015,0,0,0,0,500,0,2615,2615,1415,1415,-4.93,-409,0,0,603,29914943,399,14957
1389,서울바이오시스,92190,16450,16500,100,16450,-0.60,16550,111994,16500,1849,16650,500,16450,21500,21500,11600,11600,35.45,464,27800,13900,6288,38223653,172,19111
1390,서울옥션,63170,21100,21100,450,21050,+2.18,20650,406302,20600,8534,21450,500,20350,26800,26350,14500,14250,263.75,80,21900,4020,3570,16917500,310,8458
1391,서울제약,18680,9150,9160,320,9150,+3.62,8830,419408,8850,3860,9400,500,8840,11450,11450,6190,6190,-4575.00,-2,16000,7780,780,8524523,138,4262
1392,성도이엔지,37350,6560,6570,30,6560,-0.46,6590,107156,6590,706,6640,500,6510,8560,8550,4620,4610,1.13,5806,8300,3500,1015,15470000,972,7735
1393,세원,234100,5300,5310,70,5300,-1.30,5370,448437,5360,2374,5440,100,5200,6980,6980,3760,3760,9.04,586,8740,3680,1687,31822482,130,3182
1394,세원물산,24830,6280,0,0,0,0.00,6280,0,0,0,0,500,0,8160,8160,4400,4400,2.53,2479,0,0,524,8350000,206,4175
1395,셀루메드,49180,9720,9730,20,9720,+0.21,9700,439996,9800,4254,9840,500,9570,12600,12550,6790,6770,255.79,38,13750,5520,3850,39606973,460,19803
1396,셀리버리,268600,84000,84100,8000,84000,-8.70,92000,535034,91200,46097,92000,500,82500,119600,114200,64400,61600,-76.09,-1104,413700,87900,14018,16688214,800,8344
1397,소룩스,290690,16200,16200,0,16150,0.00,16200,164405,16350,2689,16550,100,16100,21050,20650,11350,11150,24.22,669,42950,15500,1338,8256843,69,825
1398,소프트캠프,258790,3515,3520,75,3515,-2.09,3590,178668,3580,632,3580,100,3510,4665,4645,2515,2505,92.50,38,5150,1880,878,24991284,64,2499
1399,수성이노베이션,84180,2290,2295,45,2290,-1.93,2335,433785,2360,999,2360,500,2270,3035,3045,1635,1645,-37.54,-61,4805,1215,1256,54843717,216,27421
1400,스카이문스테크놀로지,33790,829,0,0,0,0.00,829,0,0,0,0,500,0,1075,1075,581,581,2.79,297,0,0,142,17117100,6454,8558
1401,스킨앤스킨,159910,263,0,0,0,0.00,263,0,0,0,0,100,0,341,341,185,185,-1.28,-206,0,0,753,286226623,1194,28622
1402,시너지이노베이션,48870,5150,5150,10,5140,-0.19,5160,1316378,5150,6690,5250,500,4985,6700,6860,3620,3700,-20.36,-253,6630,1960,3903,75781615,10366,37890
1403,신성델타테크,65350,16200,16200,350,16150,+2.21,15850,871845,16100,14175,16500,500,15950,20600,20600,11100,11100,26.17,619,17850,3165,4452,27483948,3025,13741
1404,신화인터텍,56700,3720,3745,80,3720,-2.11,3800,157414,3840,591,3840,500,3720,4940,4990,2660,2690,26.38,141,4555,2330,1084,29135091,1238,14567
1405,싸이버원,356890,16600,16650,500,16600,-2.92,17100,539238,17500,9410,17950,500,16500,22200,22200,12000,12000,33.74,492,26500,13950,770,4640830,20,2320
1406,싸이토젠,217330,60500,60600,200,60500,+0.33,60300,49351,60800,2993,61200,500,59600,78300,76700,42300,41300,-67.00,-903,68500,10850,3427,5663864,73,2831
1407,씨엔플러스,115530,839,0,0,0,0.00,839,0,0,0,0,100,0,1090,1090,588,588,-9.87,-85,0,0,570,67963000,73,6796
1408,아이컴포넌트,59100,7760,7770,80,7760,+1.04,7680,32592,7680,253,7910,500,7680,9980,10050,5380,5430,646.67,12,10850,3350,549,7070860,655,3535
1409,아이톡시,52770,3180,0,0,0,0.00,3180,0,0,0,0,500,0,0,0,0,0,-23.91,-133,0,0,352,11062507,26,5531
1410,아주IB투자,27360,7000,7010,160,7000,-2.23,7160,1743453,7130,12359,7250,500,7000,9300,9100,5020,4900,16.83,416,9350,1320,8348,119250225,627,59625
1411,아즈텍WB,32080,4545,4550,570,4545,+14.34,3975,60565746,4085,276559,4945,500,4015,5160,5230,2785,2820,23.31,195,5230,1480,977,21491029,298,10745
1412,안랩,53800,67700,67700,300,67600,-0.44,68000,41987,68000,2832,68000,500,67000,88400,88000,47600,47400,20.69,3272,105300,57000,6779,10013855,1856,5182
1413,알서포트,131370,9700,9710,210,9700,-2.12,9910,918051,9900,9067,10100,100,9670,12850,13450,6940,7250,23.21,418,23650,7840,5167,53267083,10697,5326
1414,에너토크,19990,11150,11150,100,11100,+0.90,11050,165398,11050,1823,11300,500,10700,14350,14350,7750,7750,110.40,101,19950,3420,1088,9756088,1996,4878
1415,에스넷,38680,7520,7530,210,7520,-2.72,7730,174732,7700,1327,7820,500,7490,10000,10050,5420,5430,88.47,85,8630,6050,1209,16075215,280,8037
1416,에스에이엠티,31330,4220,4220,20,4215,-0.47,4240,834610,4245,3509,4285,500,4170,5510,5550,2970,2990,10.10,418,4660,1980,4220,99995067,5336,49997
1417,에스피지,58610,12400,12400,200,12350,+1.64,12200,692780,12250,8545,12550,500,12050,15850,15250,8550,8250,17.49,709,14000,5860,2750,22177360,458,11088
1418,에이디엠코리아,187660,6410,6420,170,6410,-2.58,6580,316894,6580,2030,6580,100,6340,8550,8770,4610,4730,N/A,N/A,11000,6040,1400,21836250,21,2183
1419,에이비프로바이오,195990,1165,1170,45,1165,-3.72,1210,3484407,1205,4104,1210,500,1160,1570,1545,850,835,-4.72,-247,3400,683,2930,251469584,17112,125734
1420,에이씨티,138360,4480,0,0,0,0.00,4480,0,0,0,0,500,0,5820,5820,3140,3140,-12.55,-357,0,0,1551,34611984,4099,17305
1421,에이아이비트,39230,543,0,0,0,0.00,543,0,0,0,0,500,0,0,0,0,0,-1.55,-350,0,0,200,36787524,265,18393
1422,에이치엔티,176440,1920,0,0,0,0.00,1920,0,0,0,0,100,0,2495,2495,1345,1345,-8.17,-235,0,0,1646,85739345,11598,8573
1423,에이치엘비,28300,36050,36100,250,36050,+0.70,35800,1922708,35800,70150,37200,500,35550,46500,46200,25100,24900,-44.12,-817,133800,31450,38241,106077594,15892,53038
1424,에이프로,262260,39150,39200,1050,39150,-2.61,40200,71252,40250,2815,40250,500,39150,52200,51600,28150,27850,-266.33,-147,54900,31600,2694,6880626,28,3440
1425,에이피티씨,89970,24450,24450,250,24400,-1.01,24700,47645,24500,1163,24800,100,24300,32100,32100,17300,17300,13.58,1800,29000,10550,5762,23564595,980,2356
1426,에코마케팅,230360,25250,25300,400,25250,-1.56,25650,241805,25650,6133,25750,100,25150,33300,33300,18000,18000,15.70,1608,58800,21750,8265,32733029,1364,3273
1427,에코바이오,38870,9590,9610,560,9590,-5.52,10150,910370,10100,8882,10150,500,9500,13150,11750,7150,6350,20.27,473,12450,6780,1113,11610994,338,5805
1428,에코캡,128540,3920,3920,80,3915,-2.00,4000,116246,4040,457,4065,100,3890,5200,5200,2800,2805,-5.05,-777,5370,2760,571,14558800,188,1455
1429,에프앤가이드,64850,10350,10350,50,10300,+0.49,10300,38513,10300,395,10550,500,10100,13350,13550,7250,7350,19.06,543,16350,6980,1250,12080000,131,6040
1430,에프엔에스테크,83500,13000,13050,550,13000,-4.06,13550,260804,13500,3386,13550,500,12700,17600,17250,9500,9350,11.62,1119,15700,7390,1090,8385722,33,4192
1431,엑사이엔씨,54940,1995,2000,85,1995,-4.09,2080,999093,2090,2010,2090,500,1980,2700,2710,1460,1460,-8.91,-224,2640,1195,662,33173548,249,16586
1432,엔바이오니아,317870,9650,9650,80,9570,-0.82,9730,25369,9940,245,9940,500,9550,12600,12600,6820,6790,-36.01,-268,13800,6130,740,7673055,228,3836
1433,엔에이치스팩13호,310840,2250,0,0,0,0.00,2250,0,0,0,0,100,0,2925,2925,1575,1575,-450.00,-5,2900,2010,77,3420000,2,342
1434,엘엠에스,73110,11050,11100,250,11050,-2.21,11300,61022,11150,674,11300,500,10850,14650,14550,7950,7850,-5.91,-1869,18000,7530,983,8895755,271,4522
1435,엠아이텍,179290,5630,5660,280,5630,-4.74,5910,912048,5860,5218,5880,500,5630,7680,7350,4140,3970,24.69,228,6320,3230,1756,31183148,792,15591
1436,엠에스오토텍,123040,6740,6750,50,6740,-0.74,6790,416351,6830,2806,6930,500,6630,8820,8710,4760,4690,-2.58,-2615,12600,5060,2403,35654087,248,17827
1437,엠케이전자,33160,20500,20500,1700,20450,+9.04,18800,8260181,19000,169744,21450,500,18750,24400,23750,13200,12850,17.90,1145,19850,8580,4471,21807689,966,10903
1438,오르비텍,46120,7210,7220,20,7210,-0.28,7230,180877,7200,1309,7350,500,7180,9390,9340,5070,5040,-9.60,-751,11000,2810,1800,24968430,295,12484
1439,오이솔루션,138080,41650,41700,450,41650,-1.07,42100,46491,42200,1938,42300,500,41500,54700,54800,29500,29550,30.01,1388,72500,39000,4425,10624095,470,5312
1440,올리패스,244460,12550,12600,1250,12550,+11.06,11300,1413702,11400,17663,13500,500,11300,14650,14650,7950,7950,-12.89,-974,36100,8020,3208,25562304,562,12781
1441,와이엠씨,155650,8280,8300,110,8280,-1.31,8390,39787,8460,331,8460,500,8280,10900,10950,5880,5930,23.26,356,15200,7530,1654,19974358,779,9987
1442,와이엠티,251370,21600,21600,0,21400,0.00,21600,60822,21600,1309,21850,500,21350,28050,27850,15150,15050,21.82,990,25350,14500,3230,14954978,147,7477
1443,와이제이엠게임즈,193250,2700,2705,60,2700,-2.17,2760,2020435,2770,5515,2825,100,2675,3585,3730,1935,2010,-15.70,-172,3775,1250,1544,57183559,750,5718
1444,와이팜,332570,9200,9230,90,9200,-0.97,9290,84285,9320,778,9320,500,9190,12050,12050,6510,6490,34.72,265,20200,9030,3417,37141356,99,18570
1445,와토스코리아,79000,8220,8220,60,8190,+0.74,8160,25131,8200,206,8280,500,8160,10600,10700,5720,5780,41.10,200,12450,5080,592,7200000,220,3600
1446,우리넷,115440,9040,9040,140,9030,-1.53,9180,124132,9180,1125,9230,500,8960,11900,11550,6430,6240,-7.95,-1137,11700,8480,826,9136944,82,4568
1447,원익IPS,240810,46350,46400,450,46350,-0.96,46800,241592,46650,11195,46750,500,46150,60800,60900,32800,32800,20.74,2235,59300,29300,22750,49083901,11907,24541
1448,위세아이텍,65370,14700,14700,450,14650,-2.97,15150,42214,15200,621,15200,500,14500,19650,19500,10650,10500,27.95,526,25300,12100,967,6575874,631,3287
1449,유니슨,18000,3535,3535,70,3530,-1.94,3605,1028364,3605,3649,3605,500,3505,4685,4680,2525,2520,-16.52,-214,7910,1885,4303,121733751,6091,60866
1450,유니크,11320,7640,7640,80,7630,-1.04,7720,80147,7730,615,7750,500,7610,10000,10000,5410,5400,-272.86,-28,11100,6460,1476,19320695,347,9660
1451,유아이디,69330,2690,2695,10,2690,+0.37,2680,29714,2680,80,2760,500,2680,3480,3545,1880,1915,-7.06,-381,3400,1815,365,13579722,328,6789
1452,유아이엘,49520,3915,3920,60,3915,-1.51,3975,50155,3975,198,4000,500,3910,5160,5180,2785,2795,-7.44,-526,4780,3545,853,21784936,1364,11142
1453,유틸렉스,263050,30650,30650,150,30600,+0.49,30500,71866,31000,2208,31300,500,30350,39650,39450,21350,21250,-14.18,-2161,61700,29550,4731,15435452,3930,7717
1454,이미지스,115610,3110,3110,45,3100,-1.43,3155,14992,3155,47,3175,500,3100,4100,4120,2210,2220,-6.85,-454,3590,1545,238,7669128,130,3834
1455,이상네트웍스,80010,8100,8100,140,8090,+1.76,7960,33625,7960,266,8100,500,7800,10300,10300,5580,5560,9.04,896,9300,5630,730,9015000,205,4507
1456,이에스에이,52190,8850,0,0,0,0.00,8850,0,0,0,0,500,0,0,0,0,0,-0.39,-22435,0,0,270,3048786,132,1524
1457,이엠네트웍스,87730,8160,0,0,0,0.00,8160,0,0,0,0,500,0,0,0,0,0,-1.36,-5996,0,0,266,3256190,6,1628
1458,이엠코리아,95190,4945,4950,55,4945,-1.10,5000,218805,5010,1086,5070,500,4920,6500,6440,3500,3475,-56.84,-87,8400,4250,2106,42581037,311,21290
1459,이오플로우,294090,57200,57200,1400,57100,-2.39,58600,64898,58600,3737,58600,100,56800,76100,77300,41100,41700,-8.92,-6411,84300,17500,6560,11468677,1287,1146
1460,이퓨쳐,134060,10050,10050,140,9930,+1.41,9910,68467,10000,681,10050,500,9860,12850,12400,6940,6700,33.72,298,19700,5570,479,4769250,83,2384
1461,이화공영,1840,8050,8060,70,8050,-0.86,8120,162934,8130,1314,8160,500,8000,10550,10400,5690,5630,277.59,29,9890,4640,1594,19805760,254,9902
1462,이화전기,24810,2285,2290,35,2285,-1.51,2320,1219397,2310,2793,2340,200,2265,3015,3025,1625,1635,-9.00,-254,2910,125,1907,83463623,2097,16692
1463,인피니트헬스케어,71200,8500,8520,290,8500,-3.30,8790,166906,8860,1426,8890,500,8460,11400,11750,6160,6340,22.91,371,9670,6030,2074,24396458,699,12198
1464,일신바이오,68330,6130,6140,10,6130,-0.16,6140,367615,6140,2267,6240,100,6120,7980,7940,4300,4280,71.28,86,11500,3480,2710,44216140,465,4421
1465,잉글우드랩,950140,8890,8890,310,8880,-3.37,9200,288165,9200,2582,9200,882,11950,11850,6440,6390,42.33,210,9870,3660,1766억원,198678,2270천주,0,5
1466,자안코스메틱,219550,5940,5960,90,5940,+1.54,5850,359451,5970,2181,6290,1000,5860,7600,7500,4100,4040,-3.31,-1793,9570,812,474,7982786,96,7982
1467,장원테크,174880,5130,5140,390,5130,+8.23,4740,902320,4740,4409,5190,500,4550,6160,5960,3320,3210,-0.86,-5972,5490,831,980,19103033,123,8891
1468,제노코,361390,51200,51300,900,51200,-1.73,52100,37526,52300,1926,52400,500,50800,67700,67300,36500,36300,58.65,873,89000,43000,1250,2442140,5,1253
1469,제이씨케미칼,137950,10200,10250,250,10200,-2.39,10450,198505,10450,2042,10550,500,10150,13550,13350,7350,7250,12.13,841,12200,4785,2271,22267814,643,11133
1470,제이웨이,58420,2160,0,0,0,0.00,2160,0,0,0,0,500,0,0,0,0,0,-0.52,-4178,1185,283,78,3610839,0,1805
