,기업명,기업코드,현재가,매도호가,전일대비,매수호가,등락률,전일가,거래량,시가,거래대금,고가,액면가,저가,상한가,전일상한,하한가,전일하한,PER,EPS,52주 최고,52주 최저,시가총액,상장주식수,외국인현재,자본금
1471,젬백스링크,64800,1745,1745,45,1740,-2.51,1790,673255,1790,1183,1805,100,1730,2325,2275,1255,1225,10.64,164,2285,1170,1450,83095755,1933,8309
1472,조광ILI,44060,9100,9100,60,9090,-0.66,9160,202514,9160,1844,9170,500,9060,11900,11800,6420,6370,535.29,17,13650,5410,1260,13850909,150,6925
1473,줌인터넷,239340,7000,7020,60,7000,-0.85,7060,2231309,7200,16204,7510,100,7000,9170,9370,4950,5050,73.68,95,8770,3200,1889,26979634,57,2697
1474,중앙백신,72020,17200,17200,50,17150,+0.29,17150,60886,17150,1044,17450,500,17050,22250,22350,12050,12050,54.95,313,22100,15450,1713,9960000,199,4980
1475,지놈앤컴퍼니,314130,36100,36200,600,36100,-1.63,36700,49260,36350,1784,37050,500,35950,47700,47950,25700,25850,-13.43,-2688,95000,33900,4855,13447465,46,6723
1476,지트리비앤티,115450,10200,10250,200,10200,-1.92,10400,164135,10400,1668,10450,500,10050,13500,13050,7300,7050,-14.33,-712,33550,9860,2763,27088019,1404,13544
1477,진시스템,363250,16000,16050,200,16000,-1.23,16200,81168,16050,1296,16200,500,15900,21050,20650,11350,11150,N/A,N/A,24700,14550,1090,6811080,6,3405
1478,카스,16920,5640,5650,280,5640,+5.22,5360,2054193,5330,11426,5850,500,5250,6960,7410,3760,3990,-194.48,-29,8200,1740,1350,23944698,369,11972
1479,카카오게임즈,293490,89100,89200,4500,89100,-4.81,93600,2998005,94200,272034,94500,100,88700,121600,122200,65600,65800,63.87,1395,106000,42950,66499,74634513,7042,7463
1480,카페24,42000,31700,31750,600,31700,-1.86,32300,136029,32300,4340,32550,500,31500,41950,42250,22650,22750,80.25,395,84900,28850,5971,18834733,4598,9417
1481,케이비17호스팩,317030,2175,2175,0,2165,0.00,2175,209,2180,0,2180,100,2170,2825,2805,1525,1515,725.00,3,2625,1990,119,5461000,0,546
1482,케이에스피,73010,2210,2215,65,2210,-2.86,2275,220223,2275,486,2275,500,2180,2955,3035,1595,1635,69.06,32,3290,1155,800,36192257,1192,18096
1483,코너스톤네트웍스,33110,204,0,0,0,0.00,204,0,0,0,0,500,0,265,265,143,143,-0.76,-269,0,0,265,129772391,2002,64886
1484,코다코,46070,1370,1370,0,1360,0.00,1370,135821,1370,184,1385,500,1335,1780,1785,960,965,-5.33,-257,1700,950,535,39064256,1130,19532
1485,코디,80530,2330,2335,35,2330,-1.48,2365,627947,2365,1482,2400,500,2310,3070,3380,1660,1820,-13.87,-168,3350,1690,585,25088075,752,12544
1486,큐로홀딩스,51780,640,640,10,637,+1.59,630,472695,632,301,646,500,624,819,816,441,440,-7.62,-84,809,520,772,120600795,1274,60300
1487,크리스탈신소재,900250,1495,1495,10,1490,-0.66,1505,263955,1500,395,1510,0.50 US,1485,1955,1955,1055,1055,4.63,323,2185,1490,1013,67783852,14650,33
1488,크린앤사이언스,45520,22800,22800,200,22750,-0.87,23000,13580,23000,309,23100,500,22650,29900,29800,16100,16100,15.65,1457,40650,21900,1482,6500000,211,3650
1489,클래시스,214150,22150,22200,50,22150,+0.23,22100,338181,21900,7386,22200,100,21550,28700,28650,15500,15450,39.48,561,23150,11800,14335,64716864,6699,6471
1490,클리오,237880,22300,22300,350,22250,-1.55,22650,72862,22700,1626,22700,500,22100,29400,29400,15900,15900,48.06,464,29400,15300,3879,17393012,306,8696
1491,토박스코리아,215480,1730,1730,30,1725,-1.70,1760,1359487,1770,2358,1770,100,1705,2285,2300,1235,1240,-55.81,-31,2155,863,832,48074789,6020,4807
1492,투비소프트,79970,2335,2345,30,2335,-1.27,2365,148853,2365,347,2395,500,2310,3070,3025,1660,1635,-3.11,-751,4040,1375,876,37515132,626,18556
1493,팅크웨어,84730,15850,15850,150,15800,-0.94,16000,21991,16000,347,16200,500,15700,20800,20400,11200,11000,17.14,925,22550,8350,1652,10425682,341,5212
1494,파마리서치,214450,88800,88900,1200,88800,+1.37,87600,115529,87700,10273,90000,500,86200,113800,110200,61400,59400,22.08,4021,95100,53500,8979,10111930,1370,5055
1495,팜스토리,27710,2740,2745,0,2740,0.00,2740,30302022,2860,84715,2880,500,2695,3560,3340,1920,1800,10.83,253,2990,1060,3053,111416600,1294,57508
1496,펄어비스,263750,74000,74100,4400,74000,-5.61,78400,587230,75000,43858,76400,100,73600,101900,99900,54900,53900,66.31,1116,402000,53100,49004,66221500,14260,6622
1497,포인트모바일,318020,27600,27600,700,27550,-2.47,28300,181506,28050,4996,28050,100,27150,36750,35000,19850,18900,-15.76,-1751,79300,20800,3495,12662272,65,1266
1498,폴라리스오피스,41020,1980,1980,25,1975,-1.25,2005,189407,2035,376,2035,500,1965,2605,2605,1405,1405,-495.00,-4,3990,1265,761,38436347,830,19218
1499,푸드나무,290720,36200,36200,1350,36150,+3.87,34850,110619,35200,3909,36200,500,34200,45300,44200,24400,23800,42.29,856,35950,21550,2464,6806034,443,3403
1500,푸른저축은행,7330,15100,15200,300,15100,-1.95,15400,153369,15550,2402,16050,1000,15000,20000,19850,10800,10750,11.94,1265,26600,7690,2278,15082800,287,15082
1501,프리엠스,53160,21750,21800,1650,21750,+8.21,20100,338471,20100,7270,22300,500,20100,26100,26150,14100,14150,231.38,94,34850,7670,1305,6000000,109,3000
1502,피제이메탈,128660,4085,4095,65,4085,-1.57,4150,2469172,4150,10611,4490,500,4080,5390,5340,2905,2885,14.69,278,5030,1880,1013,24803369,684,12401
1503,한국전자인증,41460,10550,10600,50,10550,+0.48,10500,1623176,10400,17227,10900,500,10350,13650,14200,7350,7700,91.74,115,12000,4950,2264,21459249,219,10729
1504,한국큐빅,21650,5770,5780,40,5770,+0.70,5730,230691,5710,1304,5810,500,5560,7440,7380,4020,3980,9.00,641,7090,2850,943,16350563,872,8175
1505,한독크린텍,256150,16250,16300,400,16250,+2.52,15850,110742,16150,1799,16400,500,16000,20600,20150,11100,10850,17.51,928,46150,14700,1364,8393000,222,4196
1506,한탑,2680,1720,1730,70,1720,-3.91,1790,306837,1790,535,1800,500,1715,2325,2245,1255,1215,-2.96,-581,3590,1455,486,28269988,1167,14134
1507,한프,66110,1130,0,0,0,0.00,1130,0,0,0,0,500,0,0,0,0,0,-1.92,-589,0,0,868,76844272,675,38422
1508,해성산업,34810,16350,16350,50,16300,-0.30,16400,66559,16400,1085,16500,500,16200,21300,21500,11500,11600,0.69,23587,18200,9900,4309,26356298,76,13178
1509,현대에버다임,41440,7090,7090,150,7080,-2.07,7240,80679,7240,574,7240,500,7040,9410,9500,5070,5120,-15.72,-451,8100,3690,1270,17915944,574,8957
1510,홈캐스트,64240,3950,3955,70,3950,+1.80,3880,219666,3895,867,4050,500,3805,5040,5330,2720,2870,-29.92,-132,4300,2375,1307,33094756,1851,16797
1511,휴메딕스,200670,33500,33550,400,33500,-1.18,33900,114699,33900,3816,34100,500,32850,44050,44050,23750,23750,19.42,1725,44600,20350,3340,9971194,574,4985
1512,휴온스글로벌,84110,65100,65200,400,65100,-0.61,65500,73081,65500,4821,67000,500,65000,85100,84600,45900,45600,18.19,3579,82300,25900,7832,12030289,1146,6015
1513,휴온스블러썸,263920,4555,0,0,0,0.00,4555,0,0,0,0,500,0,5920,5920,3190,3190,-0.84,-5430,0,0,2234,49045134,23,24522
1514,흥구석유,24060,7750,7760,130,7750,-1.65,7880,91160,7850,710,7930,100,7720,10200,10200,5520,5510,25.58,303,10250,5780,1162,15000000,92,1500
1515,EMB,278990,7520,7470,0,7230,0.00,7520,0,7520,0,7520,500,7520,8640,8640,6400,6400,N/A,N/A,10000,3085,273,3624222,0,1812
1516,골프존데카,183410,2580,2795,285,2580,-9.95,2865,185,2855,0,2855,500,2525,3290,3040,2440,2250,N/A,N/A,4000,1080,106,4111161,0,2055
1517,네추럴FNP,86220,2380,2380,5,2300,-0.21,2385,429,2385,1,2385,500,2380,2740,2730,2030,2020,N/A,N/A,3300,1875,252,10573865,0,5286
1518,데이터스트림즈,199150,15850,15850,650,15500,-3.94,16500,16679,17200,281,18950,500,14050,18950,17150,14050,12750,N/A,N/A,16500,3915,664,4189773,351,2094
1519,루켄테크놀러지스,162120,3855,3845,20,3795,+0.52,3835,7008,3975,27,3975,500,3800,4410,4410,3260,3260,N/A,N/A,12200,3310,393,10200465,5,5100
1520,블루탑,191600,8940,8900,0,8120,0.00,8940,0,8940,0,8940,500,8940,10250,9200,7600,6800,N/A,N/A,10150,5160,255,2850000,0,1425
1521,비엔디생활건강,215050,1640,1640,285,0,-14.81,1925,3254,1640,5,1640,100,1640,2210,2020,1640,1500,N/A,N/A,2500,1260,35,2121666,0,212
1522,아이케이세미콘,149010,5210,5680,10,5210,-0.19,5220,767,5980,4,5980,500,5070,6000,5990,4440,4430,N/A,N/A,7610,2065,163,3120000,0,1560
1523,애드바이오텍,179530,9500,9500,150,9240,+1.60,9350,4114,9400,39,9570,500,9230,10750,10750,7950,7950,N/A,N/A,34900,9010,731,7693044,226,3846
1524,에스엘에스바이오,246250,10350,10350,50,10050,-0.48,10400,11990,10350,118,10350,500,9010,11950,12050,8850,8950,N/A,N/A,17500,9220,711,6865603,0,3432
1525,엔지브이아이,93510,555,624,74,561,-11.76,629,4299,589,2,589,500,555,723,718,535,532,N/A,N/A,944,432,33,6020000,0,3010
1526,유엑스엔,337840,25150,25100,100,25000,+0.40,25050,1670,25050,42,25250,500,24600,28800,28500,21300,21100,N/A,N/A,37200,9410,764,3037053,2,1518
1527,이비테크,208850,8800,9400,0,8510,0.00,8800,0,8800,0,8800,1000,8800,10100,9430,7480,6970,N/A,N/A,9000,2500,248,2820250,0,2820
1528,이앤에치,341310,6930,6930,0,6830,0.00,6930,156,7000,1,7000,100,6800,7960,8010,5900,5930,N/A,N/A,7990,4300,1198,17293400,3,1729
1529,청광건설,140290,554,552,0,550,0.00,554,2024,554,1,554,500,501,637,637,471,471,N/A,N/A,1050,489,58,10555100,0,5277
1530,폭스소프트,354230,25000,0,0,0,0.00,25000,0,0,0,0,500,0,28750,28750,21250,21250,N/A,N/A,40200,16200,150,600000,0,300
1531,프로테옴텍,303360,7140,7140,190,6970,+2.73,6950,383,7000,3,7140,500,6950,7990,8130,5910,6010,N/A,N/A,17350,6800,798,11176715,0,5588
1532,피엔아이컴퍼니,242350,690,690,0,621,0.00,690,11,747,0,747,500,608,793,741,587,549,N/A,N/A,1150,331,33,4761520,0,2380
1533,BGF,27410,6190,6190,60,6180,-0.96,6250,158058,6290,979,6290,1000,6170,8120,8090,4380,4370,10.92,567,8090,3915,5925,95716791,5694,95716
1534,CS홀딩스,590,66800,66900,600,66800,-0.89,67400,1964,67400,131,67500,5000,66800,87600,88400,47200,47600,12.18,5484,99400,50500,771,1154482,38,5772
1535,DB,12030,1245,1250,35,1245,-2.73,1280,3750317,1295,4676,1300,500,1220,1660,1660,900,900,26.49,47,1465,664,2505,201173933,3874,100586
1536,E1,17940,55900,55900,100,55700,+0.18,55800,8411,55800,469,56000,5000,55400,72500,71600,39100,38600,5.45,10259,60900,37350,3835,6860000,300,34300
1537,F&F 홀딩스,7700,37300,37300,750,37250,-1.97,38050,49008,38300,1841,38300,500,37250,49450,48750,26650,26250,4.47,8339,180500,35500,2886,7738585,560,3869
1538,KC그린홀딩스,9440,6390,6390,60,6380,+0.95,6330,328432,6340,2092,6460,500,6240,8220,8090,4440,4370,-4.20,-1522,6890,3450,1434,22434980,829,11217
1539,LG유플러스,32640,14550,14600,450,14550,-3.00,15000,1505604,14950,22143,15000,5000,14550,19500,19400,10500,10500,12.26,1187,16200,10800,63527,436611361,145447,2573969
1540,SGC에너지,5090,51200,51200,1300,51100,-2.48,52500,91366,52500,4710,52500,5000,50900,68200,69600,36800,37600,12.63,4054,56300,28150,7515,14677004,180,73385
1541,SK바이오사이언스,302440,170500,171000,500,170500,-0.29,171000,988374,171000,169615,176000,500,167500,222000,215500,120000,116500,132.48,1287,190000,111500,130432,76500000,3047,38250
1542,SNT중공업,3570,10750,10800,150,10750,+1.42,10600,50703,10650,543,10850,2500,10600,13750,13800,7450,7500,6.01,1788,12300,4885,3575,33252697,2555,85631
1543,SNT홀딩스,36530,20700,20700,350,20650,+1.72,20350,19897,20350,405,20700,500,20100,26450,26300,14250,14200,5.04,4107,23950,13650,3375,16303886,1839,8351
1544,STX엔진,77970,12150,12150,100,12100,-0.82,12250,30480,12300,371,12500,2500,12000,15900,15950,8600,8650,20.73,586,19350,5080,2796,23008904,0,57522
1545,경동도시가스,267290,23700,23800,50,23700,-0.21,23750,14480,23750,347,24350,2500,23700,30850,30700,16650,16600,5.62,4215,26600,16100,1397,5895406,953,14738
1546,경방,50,13600,13650,150,13600,+1.12,13450,39097,13500,530,13750,500,13350,17450,17150,9450,9250,16.19,840,15700,9930,3728,27415270,696,13707
1547,고려제강,2240,24900,24900,150,24850,+0.61,24750,86114,25100,2184,25950,1000,24800,32150,32300,17350,17400,15.76,1580,31400,12900,5727,23000000,1878,23000
1548,광동제약,9290,8840,8840,10,8830,-0.11,8850,133808,8860,1182,8920,1000,8780,11500,11500,6200,6210,11.35,779,13350,8110,4634,52420851,11314,52420
1549,광주신세계,37710,185500,186000,0,185500,0.00,185500,1080,185500,200,186500,5000,185000,241000,241500,130000,130500,6.46,28704,222000,136000,2968,1600000,196,8000
1550,교촌에프앤비,339770,20500,20500,450,20450,-2.15,20950,166406,21000,3436,21100,500,20400,27200,26700,14700,14400,18.52,1107,38950,16900,5121,24982540,145,12579
1551,금비,8870,75400,75400,700,75100,-0.92,76100,2176,76800,164,77000,5000,75000,98900,100000,53300,53900,141.46,533,98500,51100,754,1000000,17,5000
1552,금호석유화학,11780,203500,203500,4000,203000,-1.93,207500,327072,208000,66881,210000,5000,202000,269500,274500,145500,148500,7.32,27795,298500,81300,62002,30467691,6786,152338
1553,대림통상,6570,4440,4460,0,4440,0.00,4440,25759,4450,114,4505,1000,4415,5770,5770,3110,3110,-4.64,-957,6820,3600,676,15225000,372,16425
1554,대신증권,3540,17900,17900,550,17850,-2.98,18450,200642,18350,3617,18400,5000,17850,23950,23850,12950,12850,7.84,2283,20650,10050,9088,50773400,7646,254867
1555,대원전선,6340,2645,2650,0,2645,0.00,2645,5168415,2645,13809,2720,500,2605,3435,3330,1855,1800,64.51,41,3850,921,1878,71016967,1635,35508
1556,대원화성,24890,2840,2840,95,2835,-3.24,2935,239907,2925,683,2935,500,2820,3815,3845,2055,2075,-32.64,-87,3610,1420,1171,41249152,632,20624
1557,대유에이텍,2880,1380,1380,45,1375,-3.16,1425,2079452,1425,2881,1450,500,1360,1850,1845,1000,995,17.69,78,1755,624,1538,111465931,1338,55732
1558,더블유게임즈,192080,60900,61000,900,60900,-1.46,61800,71566,61700,4358,61800,500,60300,80300,79800,43300,43000,9.92,6142,82800,52000,11190,18374502,1714,9187
1559,동부건설,5960,14200,14250,100,14200,-0.70,14300,94767,14300,1339,14300,5000,14000,18550,18550,10050,10050,6.82,2081,15300,9950,3227,22726298,564,113631
1560,동성제약,2210,9620,9630,60,9620,-0.62,9680,65564,9680,625,9680,1000,9500,12550,12350,6780,6650,-25.86,-372,17000,9350,2511,26100970,1264,26100
1561,동아에스티,170900,81700,81700,100,81600,-0.12,81800,47898,82200,3899,82300,5000,80600,106000,105500,57300,57000,-37.15,-2199,108500,80300,6899,8443868,1617,42219
1562,동양고속,84670,23550,23600,150,23550,-0.63,23700,3294,23700,77,23700,5000,23500,30800,30800,16600,16600,-4.03,-5848,30300,23000,682,2895569,38,16959
1563,동양철관,8970,1830,1835,70,1830,+3.98,1760,26469647,1775,48800,1885,500,1775,2285,2280,1235,1230,38.12,48,2040,964,2176,118885290,1409,59442
1564,동원수산,30720,9480,9480,90,9470,-0.94,9570,40698,9600,387,9630,5000,9410,12400,12300,6700,6650,-8.24,-1150,10850,8310,441,4653805,357,23269
1565,동일제강,2690,4220,4230,180,4220,-4.09,4400,264475,4405,1120,4440,500,4170,5720,5900,3080,3185,34.31,123,6100,1850,633,15000000,399,7500
1566,롯데쇼핑,23530,107500,108000,2500,107500,-2.27,110000,80068,109500,8663,110000,5000,107500,143000,143000,77000,77000,-4.03,-26643,135000,75200,30410,28288755,2946,141443
1567,메리츠화재,60,25500,25500,550,25450,+2.20,24950,469692,25100,11805,25700,500,24700,32400,31000,17500,16700,6.45,3953,25050,12100,30759,120625000,13108,60312
1568,미래에셋생명,85620,4085,4085,40,4070,+0.99,4045,52916,4110,215,4110,5000,4040,5250,5230,2835,2825,14.85,275,4560,3165,7231,177016189,7958,885080
1569,미원에스씨,268280,177500,178000,1000,177500,-0.56,178500,1969,180500,350,180500,500,176500,232000,234000,125000,126000,22.61,7852,204000,79500,9052,5100000,48,2633
1570,부광약품,3000,20750,20750,50,20700,-0.24,20800,661277,20800,13738,21050,500,20550,27000,26550,14600,14350,-156.02,-133,44300,20100,14746,71063049,2547,36401
1571,삼성중공업,10140,6540,0,0,0,0.00,6540,0,0,0,0,5000,0,8500,8500,4580,4580,-2.30,-2844,8000,5010,41202,630000000,86893,3150000
1572,삼양홀딩스,70,109000,110000,2000,109000,-1.80,111000,63896,112000,7126,115500,5000,109000,144000,149500,78000,80500,6.27,17390,147500,60500,9335,8564271,724,42821
1573,삼익악기,2450,1890,1890,40,1885,-2.07,1930,605420,1930,1143,1935,500,1875,2505,2415,1355,1305,10.56,179,2075,1290,1711,90530915,3238,45265
1574,삼천리,4690,89800,89800,200,89600,-0.22,90000,7239,90000,646,90200,5000,88900,117000,116500,63000,63000,6.26,14355,104000,72200,3641,4055025,794,20275
1575,서울식품공업,4410,405,406,5,405,-1.22,410,7717362,411,3140,415,100,403,533,540,287,292,-31.15,-13,546,144,1490,367965888,6036,36796
1576,성창기업지주,180,3010,3015,120,3010,-3.83,3130,1227143,3110,3726,3130,500,2990,4065,4080,2195,2200,22.98,131,3535,1510,2100,69751600,1345,36000
1577,세원이앤씨,91090,1045,1050,0,1045,0.00,1045,565389,1055,589,1070,500,1025,1355,1375,735,745,-5.20,-201,3990,1030,774,74051110,1707,35730
1578,세종공업,33530,9680,9690,320,9680,-3.20,10000,560259,10000,5519,10150,500,9610,13000,13000,7000,7000,-34.08,-284,13000,5730,2693,27820961,464,13910
1579,솔루엠,248070,30200,30200,1000,30150,-3.21,31200,860998,31150,26205,31300,500,30000,40550,39650,21850,21350,29.55,1022,39800,21800,15041,49805551,4096,24902
1580,시디즈,134790,72400,73100,600,72400,-0.82,73000,14273,73800,1067,76300,500,72200,94900,90400,51100,48800,7.73,9363,88600,49200,1448,2000000,44,1000
1581,아세아시멘트,183190,118500,119000,1000,118500,-0.84,119500,15828,120500,1890,121000,5000,118000,155000,156000,84000,84000,12.86,9212,148500,53300,4617,3895809,190,19479
1582,알루코,1780,4760,4765,95,4760,-1.96,4855,700537,4900,3353,4900,500,4740,6310,6330,3400,3410,-28.00,-170,6200,1985,3983,83684381,1024,41842
1583,에스제이엠홀딩스,25530,4630,4630,65,4625,+1.42,4565,55224,4565,251,4700,500,4505,5930,5980,3200,3225,20.40,227,6270,2410,691,14934008,1074,7467
1584,엔에스쇼핑,138250,12200,12250,350,12200,-2.79,12550,52457,12600,648,12600,500,12200,16300,15850,8800,8550,-72.19,-169,16250,10050,4111,33696000,3404,16848
1585,유성기업,2920,3665,3665,50,3660,-1.35,3715,84861,3730,310,3730,500,3620,4825,4760,2605,2570,-34.25,-107,4385,2350,951,25947500,3905,12973
1586,유한양행,100,61600,61700,900,61600,-1.44,62500,155179,62300,9583,62300,1000,61600,81200,80200,43800,43200,44.93,1371,84500,54600,43103,69972959,12465,69972
1587,이리츠코크렙,88260,5940,5950,0,5940,0.00,5940,30154,5950,179,5950,591,7720,7730,4160,4170,27.50,216,6960,5100,3762억원,633415,239천주,31670,5
1588,이수페타시스,7660,3725,3730,15,3725,+0.40,3710,271820,3740,1001,3740,1000,3650,4820,4905,2600,2645,-16.56,-225,5960,3185,1537,41268398,1164,41268
1589,이아이디,93230,530,530,12,529,-2.21,542,20016981,543,10640,544,200,525,704,705,380,381,-11.04,-48,848,203,4099,773342542,3753,154668
1590,이엔플러스,74610,3820,3820,250,3815,+7.00,3570,1800989,3550,6867,3945,500,3545,4640,4555,2500,2455,-7.19,-531,5810,3240,1909,49969272,617,24984
1591,인디에프,14990,1715,1720,5,1715,-0.29,1720,2237432,1705,3807,1740,500,1665,2235,2275,1205,1225,-3.81,-450,2045,1200,1011,58932995,207,29466
1592,일진홀딩스,15860,5950,5960,120,5950,-1.98,6070,245667,6070,1465,6070,1000,5920,7890,7780,4250,4200,28.20,211,8590,4555,2936,49347483,1260,49852
1593,자이에스앤디,317400,10700,10700,250,10650,-2.28,10950,367037,10950,3936,10950,1000,10600,14200,14600,7700,7900,12.24,874,14650,6510,4150,38782520,253,38782
1594,전방,950,40200,40250,100,40000,+0.25,40100,1198,40550,48,40800,5000,40000,52100,51500,28100,27800,4.77,8433,45000,24500,675,1680000,12,8400
1595,제이알글로벌리츠,348950,5310,5310,0,5300,0.00,5310,427229,5310,2262,5310,528,6900,6900,3720,3720,N/A,N/A,5400,4600,8793억원,1656000,7929천주,165600,5
1596,제이콘텐트리,36420,48650,48650,150,48250,-0.31,48800,103280,48750,4939,48750,5000,46850,63400,63300,34200,34100,-6.07,-8019,57800,23850,8582,17640846,1506,88204
1597,제일기획,30000,24200,24300,850,24200,-3.39,25050,363020,24650,8835,24750,200,24200,32550,32100,17550,17300,16.78,1442,26500,16750,27840,115041225,38902,23008
1598,지투알,35000,6580,6580,30,6560,-0.45,6610,9509,6610,62,6640,1000,6550,8590,8550,4630,4610,9.89,665,7320,4680,1090,16567409,5430,17571
1599,진양폴리우레탄,10640,3955,3960,45,3955,-1.13,4000,105752,4020,422,4080,500,3950,5200,5070,2800,2730,28.45,139,5220,2590,396,10000000,489,5000
1600,케이씨씨,2380,355000,355000,3000,354500,+0.85,352000,106732,357000,38160,366500,5000,351500,457500,427500,246500,230500,3.66,96959,377000,133500,31547,8886471,1032,48084
1601,코람코에너지리츠,357120,5960,5960,40,5950,-0.67,6000,119984,5970,712,5990,592,7800,7850,4200,4230,N/A,N/A,6290,4640,4149억원,696200,545천주,34810,5
